timestamp,E_apparaten,E_warmtepomp,E_verbruik,overschot,hp_AAN,diff_temp_woonk,diff_temp_slaapk,Tussendeur,Buitendeur,Raam,Dag,day_of_week,month,year
2020-06-15 08:30:00,0.0955504535677391,0.0052380433335201,0.1007884969012593,0.1531136994262851,1.0,7.362315380344253,8.162315380344253,0.0,0.0,0.0,0,0,6,2020
2020-06-15 09:00:00,0.0847489347647751,0.0047658722223786,0.0895148069871538,0.2092523433516362,1.0,7.199999999999999,7.952388888888887,0.0,0.0,0.0,0,0,6,2020
2020-06-15 09:30:00,0.0545127712684916,0.0098964134917878,0.0644091847602794,0.4176253743057714,1.0,6.680750416898277,7.333112840466928,0.0,0.0,0.0,0,0,6,2020
2020-06-15 10:00:00,0.0365279637312596,0.0051137142859261,0.0416416780171857,0.8139814429168837,1.0,5.771566666666665,6.371566666666666,0.0,0.0,0.0,0,0,6,2020
2020-06-15 10:30:00,0.0436927522227961,0.0047687840087746,0.0484615362315707,1.1259901820135385,1.0,4.971238200999444,5.571238200999446,0.0,0.0,0.0,0,0,6,2020
2020-06-15 11:00:00,0.0451172701482391,0.010009261016421,0.0551265311646602,1.1776577975265354,1.0,4.35708727070595,4.814174541411898,0.0,0.0,0.0,0,0,6,2020
2020-06-15 11:30:00,0.0601022542955433,0.0052409549748517,0.0653432092703951,1.128892120459568,1.0,4.061766666666667,4.266433333333332,0.0,0.0,0.0,0,0,6,2020
2020-06-15 12:00:00,0.096892673333059,0.0047714333331896,0.1016641066662487,1.223286953333627,1.0,3.5715666666666657,3.623899999999999,0.0,0.0,0.0,0,0,6,2020
2020-06-15 12:30:00,0.1081943300009697,0.0100099999999656,0.1182043300009354,1.2931090233328175,1.0,2.770999999999997,2.770999999999997,0.0,0.0,0.0,0,0,6,2020
2020-06-15 13:00:00,0.1096037899997099,0.005238566666776,0.114842356666486,1.5559750966667707,1.0,1.9186666666666667,1.9186666666666667,0.0,0.0,0.0,0,0,6,2020
2020-06-15 13:30:00,0.1185134433335406,0.0047714333331896,0.1232848766667302,1.566472803333454,1.0,1.5,1.4046666666666638,0.0,0.0,0.0,0,0,6,2020
2020-06-15 14:00:00,0.105047879999347,0.005238566666776,0.110286446666123,1.1590380100001312,1.0,1.547666666666668,1.3476666666666652,0.0,0.0,0.0,0,0,6,2020
2020-06-15 14:30:00,0.1043909133341003,0.0858834166665474,0.1902743300006477,1.3182950266664193,1.0,0.9326666666666696,0.7326666666666668,0.0,0.0,0.0,0,0,6,2020
2020-06-15 15:00:00,0.1086987892545039,0.3229554911622472,0.4316542804167511,1.3861100409735627,1.0,0.1047196002221007,-0.0476401998889493,0.0,0.0,0.0,0,0,6,2020
2020-06-15 15:30:00,0.1170478397768874,0.2635348185140174,0.3805826582909049,0.6917361386060747,1.0,0.028026319231877,-0.0630052586139235,1.0,0.0,0.0,0,0,6,2020
2020-06-15 16:00:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,0.0868914004656886,0.0146966486147057,1.0,0.0,0.0,0,0,6,2020
2020-06-15 16:30:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,0.1457564816995002,0.0923985558433386,1.0,0.0,0.0,0,0,6,2020
2020-06-15 17:00:00,0.1403247704251953,0.0256615022371988,0.1659862726623941,0.1617151636451126,1.0,0.2046215629333119,0.1701004630719715,1.0,0.0,0.0,0,0,6,2020
2020-06-15 17:30:00,0.14032477042565,0.0256615022367441,0.1659862726623941,0.1617151636451126,1.0,0.2634866441671235,0.2478023703006009,1.0,0.0,0.0,0,0,6,2020
2020-06-15 18:00:00,0.1403247704272416,0.0256615022367441,0.1659862726639858,0.1617151636444305,1.0,0.3223517254009387,0.3255042775292374,1.0,0.0,0.0,0,0,6,2020
2020-06-15 18:30:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,0.3812168066347468,0.4032061847578667,1.0,0.0,0.0,0,0,6,2020
2020-06-15 19:00:00,0.1403247704251953,0.0256615022371988,0.1659862726623941,0.1617151636451126,1.0,0.4400818878685619,0.4809080919864996,1.0,0.0,0.0,0,0,6,2020
2020-06-15 19:30:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,0.4989469691023735,0.5586099992151325,1.0,0.0,0.0,0,0,6,2020
2020-06-15 20:00:00,0.14032477042565,0.0256615022367441,0.1659862726623941,0.1617151636451126,1.0,0.5578120503361852,0.6363119064437619,1.0,0.0,0.0,0,0,6,2020
2020-06-15 20:30:00,0.1403247704258774,0.0256615022371988,0.1659862726630763,0.1617151636444305,1.0,0.6166771315699968,0.7140138136723948,1.0,0.0,0.0,0,0,6,2020
2020-06-15 21:00:00,0.140324770427469,0.0256615022367441,0.1659862726642131,0.1617151636451126,1.0,0.6755422128038084,0.7917157209010277,1.0,0.0,0.0,0,0,6,2020
2020-06-15 21:30:00,0.14032477042565,0.0256615022367441,0.1659862726623941,0.1617151636451126,1.0,0.7344072940376236,0.8694176281296606,1.0,0.0,0.0,0,0,6,2020
2020-06-15 22:00:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,0.7932723752714317,0.94711953535829,1.0,0.0,0.0,0,0,6,2020
2020-06-15 22:30:00,0.14032477042565,0.0256615022371988,0.1659862726628489,0.1617151636446578,1.0,0.8521374565052469,1.0248214425869264,1.0,0.0,0.0,0,0,6,2020
2020-06-15 23:00:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,0.9110025377390584,1.1025233498155558,1.0,0.0,0.0,0,0,6,2020
2020-06-15 23:30:00,0.140324770427469,0.0256615022367441,0.1659862726642131,0.1617151636451126,1.0,0.9698676189728666,1.1802252570441851,1.0,0.0,0.0,0,0,6,2020
2020-06-16 00:00:00,0.1403247704251953,0.0256615022371988,0.1659862726623941,0.1617151636451126,1.0,1.0287327002066815,1.2579271642728216,1.0,0.0,0.0,1,1,6,2020
2020-06-16 00:30:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,1.0875977814404931,1.335629071501451,1.0,0.0,0.0,1,1,6,2020
2020-06-16 01:00:00,0.1403247704261048,0.0256615022367441,0.1659862726628489,0.1617151636446578,1.0,1.1464628626743083,1.4133309787300838,1.0,0.0,0.0,1,1,6,2020
2020-06-16 01:30:00,0.1403247704251953,0.0256615022371988,0.1659862726623941,0.1617151636451126,1.0,1.2053279439081166,1.4910328859587167,1.0,0.0,0.0,1,1,6,2020
2020-06-16 02:00:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,1.2641930251419318,1.5687347931873497,0.0,0.0,0.0,1,1,6,2020
2020-06-16 02:30:00,0.14032477042565,0.0256615022367441,0.1659862726623941,0.1617151636451126,1.0,1.3230581063757434,1.646436700415979,0.0,0.0,0.0,1,1,6,2020
2020-06-16 03:00:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,1.3819231876095517,1.724138607644612,0.0,0.0,0.0,1,1,6,2020
2020-06-16 03:30:00,0.14032477042565,0.0256615022371988,0.1659862726628489,0.1617151636446578,1.0,1.4407882688433666,1.8018405148732448,0.0,0.0,0.0,1,1,6,2020
2020-06-16 04:00:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,1.4996533500771785,1.8795424221018744,0.0,0.0,0.0,1,1,6,2020
2020-06-16 04:30:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,1.5585184313109934,1.9572443293305104,0.0,0.0,0.0,1,1,6,2020
2020-06-16 05:00:00,0.1403247704270143,0.0256615022371988,0.1659862726642131,0.1617151636451126,1.0,1.6173835125448015,2.03494623655914,0.0,0.0,0.0,1,1,6,2020
2020-06-16 05:30:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,1.676248593778617,2.112648143787773,0.0,0.0,0.0,1,1,6,2020
2020-06-16 06:00:00,0.1403247704261048,0.0256615022367441,0.1659862726628489,0.1617151636446578,1.0,1.7351136750124283,2.190350051016406,0.0,0.0,0.0,1,1,6,2020
2020-06-16 06:30:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,1.7939787562462364,2.268051958245035,0.0,0.0,0.0,1,1,6,2020
2020-06-16 07:00:00,0.1403247704254226,0.0256615022371988,0.1659862726626215,0.1617151636448852,1.0,1.8528438374800515,2.345753865473668,0.0,0.0,0.0,1,1,6,2020
2020-06-16 07:30:00,0.140324770427469,0.0256615022367441,0.1659862726642131,0.1617151636451126,1.0,1.9117089187138632,2.423455772702301,0.0,0.0,0.0,1,1,6,2020
2020-06-16 08:00:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,1.9705739999476748,2.501157679930934,0.0,0.0,0.0,1,1,6,2020
2020-06-16 08:30:00,0.14032477042565,0.0256615022371988,0.1659862726628489,0.1617151636446578,1.0,2.0294390811814864,2.578859587159563,0.0,0.0,0.0,1,1,6,2020
2020-06-16 09:00:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,2.0883041624153016,2.6565614943882,0.0,0.0,0.0,1,1,6,2020
2020-06-16 09:30:00,0.1403247704258774,0.0256615022367441,0.1659862726626215,0.1617151636448852,1.0,2.147169243649113,2.734263401616829,0.0,0.0,0.0,1,1,6,2020
2020-06-16 10:00:00,0.1403247704265595,0.0256615022367441,0.1659862726633036,0.1617151636451126,1.0,2.206034324882925,2.811965308845465,0.0,0.0,0.0,1,1,6,2020
2020-06-16 10:30:00,0.14032477042565,0.0256615022371988,0.1659862726628489,0.1617151636446578,1.0,2.2648994061167365,2.889667216074095,0.0,0.0,0.0,1,1,6,2020
2020-06-16 11:00:00,0.1403247704267869,0.0256615022367441,0.165986272663531,0.1617151636448852,1.0,2.323764487350548,2.967369123302724,0.0,0.0,0.0,1,1,6,2020
2020-06-16 11:30:00,0.14032477042565,0.0256615022367441,0.1659862726623941,0.1617151636451126,1.0,2.38262956858436,3.0450710305313606,0.0,0.0,0.0,1,1,6,2020
2020-06-16 12:00:00,0.1403247704254226,0.0256615022371988,0.1659862726626215,0.1617151636448852,1.0,2.4414946498181718,3.12277293775999,0.0,0.0,0.0,1,1,6,2020
2020-06-16 12:30:00,0.140007047025847,0.0255661554238031,0.1655732024496501,0.1644860667906869,1.0,2.501228364042433,3.200000000000003,0.0,0.0,0.0,1,1,6,2020
2020-06-16 13:00:00,0.088458949804135,0.0099475265215005,0.0984064763256356,0.613633959742856,1.0,2.695555555555554,3.195555555555554,0.0,0.0,0.0,1,1,6,2020
2020-06-16 13:30:00,0.0993079000004399,0.0001112222221308,0.0994191222225708,0.481624866666607,1.0,2.3011111111111084,2.80222222222222,0.0,0.0,0.0,1,1,6,2020
2020-06-16 14:00:00,0.0719783111112519,0.0100099999999656,0.0819883111112176,0.6302293555559118,1.0,2.389999999999997,2.9899999999999984,0.0,0.0,0.0,1,1,6,2020
2020-06-16 14:30:00,0.0248505999998087,0.0098987777778347,0.0347493777776435,0.8353299222221722,1.0,1.4977777777777774,2.097777777777779,0.0,0.0,0.0,1,1,6,2020
2020-06-16 15:00:00,0.0424802777774857,0.0001112222221308,0.0425914999996166,0.8665608111114125,1.0,1.3022222222222195,1.9011111111111096,0.0,0.0,0.0,1,1,6,2020
2020-06-16 15:30:00,0.0863411999994241,0.0100099888891236,0.0963511888885477,0.7218126555553681,1.0,1.4955555555555549,1.9955555555555549,0.0,0.0,0.0,1,1,6,2020
2020-06-16 16:00:00,0.1223529777785188,0.009897788888793,0.1322507666673118,0.5363742999998067,1.0,1.1022222222222204,1.6022222222222204,0.0,0.0,0.0,1,1,6,2020
2020-06-16 16:30:00,0.1257248555552905,0.0001112222221308,0.1258360777774214,0.3829316555556943,1.0,1.3011111111111084,1.8011111111111084,0.0,0.0,0.0,1,1,6,2020
2020-06-16 17:00:00,0.1250569555554648,0.0098987777778347,0.1349557333332995,0.2830782444443684,1.0,1.4111111111111114,1.905555555555555,0.0,0.0,0.0,1,1,6,2020
2020-06-16 17:30:00,0.1316044111108567,0.0035563222222663,0.135160733333123,0.1185556222221748,1.0,2.4066666666666663,2.4066666666666663,1.0,0.0,0.0,1,1,6,2020
2020-06-16 18:00:00,0.267501588889445,0.3216233555554026,0.5891249444448476,0.0012064444445059,1.0,3.003333333333334,3.003333333333334,0.0,0.0,0.0,1,1,6,2020
2020-06-16 18:30:00,0.6495339555549435,0.4587402888887482,1.1082742444436915,4.3399999867688166e-05,1.0,3.298888888888889,3.298888888888889,0.0,0.0,0.0,1,1,6,2020
2020-06-16 19:00:00,0.4395625111114896,0.346207033333485,0.7857695444449746,0.0038843111110509,1.0,3.202222222222222,3.202222222222222,0.0,1.0,0.0,1,1,6,2020
2020-06-16 19:30:00,0.1450532888889029,0.0001085111111933,0.1451618000000962,0.0025209333334714,1.0,3.3999999999999986,3.3988888888888877,0.0,1.0,0.0,1,1,6,2020
2020-06-16 20:00:00,0.148023099999591,0.0097687111110644,0.1577918111106555,0.0529237555556392,1.0,3.3944444444444457,3.2944444444444443,0.0,1.0,0.0,1,1,6,2020
2020-06-16 20:30:00,0.1330951111108334,0.0098987777778347,0.1429938888886681,0.047583300000042,1.0,2.9055555555555586,2.805555555555557,0.0,1.0,0.0,1,1,6,2020
2020-06-16 21:00:00,0.1579661550185847,0.0001111493616008,0.1580773043801855,0.0019312999997964,1.0,3.4022209883398133,3.302220988339812,0.0,1.0,0.0,1,1,6,2020
2020-06-16 21:30:00,0.1369452834533149,0.010003570482695,0.1469488539360099,0.0,1.0,3.608449138410229,3.508449138410228,0.0,1.0,0.0,1,1,6,2020
2020-06-16 22:00:00,0.1424954033873291,0.0099042801557516,0.1523996835430807,0.0,1.0,4.403442531926711,4.303442531926709,0.0,1.0,0.0,1,1,6,2020
2020-06-16 22:30:00,0.1497148056178048,0.000105719844214,0.1498205254620188,0.0,1.0,4.712006670372428,4.61095052807115,0.0,1.0,0.0,1,1,6,2020
2020-06-16 23:00:00,0.1398685414123974,0.0099042801557516,0.149772821568149,0.0,1.0,4.903333333333332,4.703333333333333,0.0,1.0,0.0,1,1,6,2020
2020-06-16 23:30:00,0.1309278111116327,0.0001112222221308,0.1310390333337636,0.0,1.0,5.195555555555554,4.997777777777777,0.0,1.0,0.0,1,1,6,2020
2020-06-17 00:00:00,0.1367676888880851,0.0100099888891236,0.1467776777772087,0.0,1.0,4.804444444444446,4.804444444444446,0.0,1.0,0.0,2,2,6,2020
2020-06-17 00:30:00,0.1192134583566257,0.009897788888793,0.1291112472454187,0.0,1.0,5.203442531926704,5.204553026096612,0.0,1.0,0.0,2,2,6,2020
2020-06-17 01:00:00,0.1038262795536866,0.000105719844214,0.1039319993979006,0.0,1.0,5.505669816564755,5.606725958866036,0.0,1.0,0.0,2,2,6,2020
2020-06-17 01:30:00,0.0926069954234662,0.0100155023778825,0.1026224978013488,0.0,1.0,5.101111111111109,5.301111111111112,0.0,1.0,0.0,2,2,6,2020
2020-06-17 02:00:00,0.0950496666669096,0.0098987777778347,0.1049484444447443,0.0,1.0,5.202333333333332,5.403444444444446,0.0,1.0,0.0,2,2,6,2020
2020-06-17 02:30:00,0.101939766666419,0.0001112222221308,0.1020509888885499,0.0,1.0,5.41,5.710000000000001,0.0,1.0,0.0,2,2,6,2020
2020-06-17 03:00:00,0.0920291777770216,0.0100099888891236,0.1020391666661453,0.0,1.0,5.414333333333335,5.714333333333336,0.0,1.0,0.0,2,2,6,2020
2020-06-17 03:30:00,0.091177200000402,0.009897788888793,0.101074988889195,0.0,1.0,5.803333333333335,6.103333333333335,0.0,1.0,0.0,2,2,6,2020
2020-06-17 04:00:00,0.1009730654945997,0.0001111604665311,0.1010842259611308,0.0,1.0,6.102220988339813,6.404441976679625,0.0,1.0,0.0,2,2,6,2020
2020-06-17 04:30:00,0.0917589078485434,0.0100045593776485,0.101763467226192,0.0,1.0,6.303168426903838,6.803168426903838,0.0,1.0,0.0,2,2,6,2020
2020-06-17 05:00:00,0.0698813599901768,0.0099042801557516,0.0797856401459284,0.0,1.0,6.601111111111113,7.102222222222224,0.0,1.0,0.0,2,2,6,2020
2020-06-17 05:30:00,0.0496059888896525,0.0001112222221308,0.0497172111117834,0.0,1.0,6.702222222222222,7.301111111111112,0.0,1.0,1.0,2,2,6,2020
2020-06-17 06:00:00,0.0320372333328577,0.0100099999999656,0.0420472333328234,0.0002115888889875,1.0,6.89222222222222,7.394444444444442,0.0,1.0,1.0,2,2,6,2020
2020-06-17 06:30:00,0.0378438725151681,0.0098987777778347,0.0477426502930029,0.0192746870689006,1.0,6.201110494169907,6.901110494169906,0.0,1.0,1.0,2,2,6,2020
2020-06-17 07:00:00,0.1248000338773636,0.0001057092831615,0.1249057431605251,0.0412606006402711,1.0,6.29894385769872,6.99788771539744,0.0,1.0,1.0,2,2,6,2020
2020-06-17 07:30:00,0.1011613713851602,0.0099032907169203,0.1110646621020805,0.1686906456241104,1.0,6.201111111111111,6.801111111111108,0.0,1.0,1.0,2,2,6,2020
2020-06-17 08:00:00,0.1036315111114163,0.0001112222221308,0.1037427333335472,0.1164335777780252,1.0,6.293333333333333,6.89222222222222,0.0,1.0,1.0,2,2,6,2020
2020-06-17 08:30:00,0.092393500000071,0.0100099999999656,0.1024035000000367,0.1581814444443807,1.0,5.703333333333333,6.203333333333333,0.0,1.0,1.0,2,2,6,2020
2020-06-17 09:00:00,0.1020120444445638,0.0098987777778347,0.1119108222223985,0.1773469333334105,1.0,5.998999999999999,6.498999999999999,0.0,1.0,1.0,2,2,6,2020
2020-06-17 09:30:00,0.0986529666661226,0.0001112222221308,0.0987641888882535,0.1209682333333148,1.0,5.91,6.41,0.0,1.0,1.0,2,2,6,2020
2020-06-17 10:00:00,0.1003030333336028,0.0100099888891236,0.1103130222227264,0.1109002333332682,1.0,5.908777777777779,6.408777777777779,0.0,1.0,1.0,2,2,6,2020
2020-06-17 10:30:00,0.0972359666666307,0.009897788888793,0.1071337555554237,0.2099229555556121,1.0,5.784444444444446,6.284444444444446,0.0,1.0,1.0,2,2,6,2020
2020-06-17 11:00:00,0.1246130666663702,0.0001112222221308,0.1247242888885011,0.8195525555556742,1.0,4.385555555555555,4.885555555555555,0.0,1.0,1.0,2,2,6,2020
2020-06-17 11:30:00,0.0902823222231745,0.0100099999999656,0.1002923222231402,1.23089244444418,1.0,3.094444444444441,3.5899999999999963,0.0,1.0,1.0,2,2,6,2020
2020-06-17 12:00:00,0.1076849888881952,0.0098987777778347,0.1175837666660299,1.3111103999999614,1.0,2.5933333333333337,2.693333333333332,0.0,1.0,1.0,2,2,6,2020
2020-06-17 12:30:00,0.1103266625946162,0.0006557593960678,0.110982421990684,1.2233647832140375,1.0,2.0126749696902912,2.112289209743192,0.0,1.0,1.0,2,2,6,2020
2020-06-17 13:00:00,0.195024633527737,0.0590183456406521,0.2540429791683891,0.5476574892541066,1.0,3.153422241816376,3.21831808663066,0.0,1.0,1.0,2,2,6,2020
2020-06-17 13:30:00,0.1950246335286465,0.0590183456411068,0.2540429791697534,0.5476574892536519,1.0,4.294169513942467,4.324346963518131,0.0,1.0,1.0,2,2,6,2020
2020-06-17 14:00:00,0.1950246335272822,0.0590183456411068,0.2540429791683891,0.5476574892541066,1.0,5.434916786068555,5.430375840405596,0.0,1.0,1.0,2,2,6,2020
2020-06-17 14:30:00,0.1950246335281917,0.0590183456406521,0.2540429791688439,0.5476574892536519,1.0,6.575664058194644,6.536404717293067,0.0,1.0,1.0,2,2,6,2020
2020-06-17 15:00:00,0.195024633527737,0.0590183456411068,0.2540429791688439,0.5476574892536519,1.0,7.716411330320732,7.642433594180535,0.0,1.0,1.0,2,2,6,2020
2020-06-17 15:30:00,0.195024633527737,0.0590183456406521,0.2540429791683891,0.5476574892541066,1.0,8.857158602446821,8.748462471068,0.0,1.0,1.0,2,2,6,2020
2020-06-17 16:00:00,0.1950246335286465,0.0590183456411068,0.2540429791697534,0.5476574892536519,1.0,9.997905874572908,9.85449134795547,0.0,1.0,1.0,2,2,6,2020
2020-06-17 16:30:00,0.195024633527737,0.0590183456411068,0.2540429791688439,0.5476574892536519,1.0,11.138653146698998,10.96052022484294,0.0,1.0,1.0,2,2,6,2020
2020-06-17 17:00:00,0.195024633527737,0.0590183456406521,0.2540429791683891,0.5476574892541066,1.0,12.279400418825084,12.066549101730406,0.0,1.0,1.0,2,2,6,2020
2020-06-17 17:30:00,0.1950246335286465,0.0590183456411068,0.2540429791697534,0.5476574892536519,1.0,13.420147690951174,13.172577978617875,0.0,1.0,1.0,2,2,6,2020
2020-06-17 18:00:00,0.195024633527737,0.0590183456406521,0.2540429791683891,0.5476574892541066,1.0,14.560894963077263,14.278606855505345,1.0,0.0,0.0,2,2,6,2020
2020-06-17 18:30:00,0.1950246335286465,0.0590183456411068,0.2540429791697534,0.5476574892536519,1.0,15.70164223520335,15.38463573239281,1.0,0.0,0.0,2,2,6,2020
2020-06-17 19:00:00,0.1950246335281917,0.0590183456406521,0.2540429791688439,0.5476574892536519,1.0,16.84238950732944,16.49066460928028,1.0,0.0,0.0,2,2,6,2020
2020-06-17 19:30:00,0.1950246335272822,0.0590183456411068,0.2540429791683891,0.5476574892541066,1.0,17.983136779455528,17.59669348616775,1.0,0.0,0.0,2,2,6,2020
2020-06-17 20:00:00,0.195024633527737,0.0590183456411068,0.2540429791688439,0.5476574892536519,1.0,19.123884051581616,18.702722363055216,1.0,0.0,0.0,2,2,6,2020
2020-06-17 20:30:00,0.1950246335286465,0.0590183456406521,0.2540429791692986,0.5476574892541066,1.0,20.264631323707704,19.808751239942683,1.0,0.0,0.0,2,2,6,2020
2020-06-17 21:00:00,0.195024633527737,0.0590183456411068,0.2540429791688439,0.5476574892536519,1.0,21.405378595833792,20.914780116830155,1.0,0.0,0.0,2,2,6,2020
2020-06-17 21:30:00,0.1950246335281917,0.0590183456406521,0.2540429791688439,0.5476574892536519,1.0,22.54612586795988,22.020808993717623,1.0,0.0,0.0,2,2,6,2020
2020-06-17 22:00:00,0.1950246335272822,0.0590183456411068,0.2540429791683891,0.5476574892541066,1.0,23.68687314008597,23.12683787060509,1.0,0.0,0.0,2,2,6,2020
2020-06-17 22:30:00,0.195024633527737,0.0590183456411068,0.2540429791688439,0.5476574892536519,1.0,24.827620412212056,24.23286674749256,1.0,0.0,0.0,2,2,6,2020
2020-06-17 23:00:00,0.153678792239134,0.0089183277855227,0.1625971200246567,0.0827571317095134,1.0,7.089694224235558,6.576217440543598,0.0,1.0,1.0,2,2,6,2020
2020-06-17 23:30:00,0.1322679157169659,0.0086864555555621,0.140954371272528,0.0,1.0,4.5603333333333325,4.147111111111112,0.0,1.0,1.0,2,2,6,2020
2020-06-18 00:00:00,0.1119071377779619,0.0100099999999656,0.1219171377779275,0.0,1.0,4.513222222222222,4.199999999999999,0.0,1.0,1.0,3,3,6,2020
2020-06-18 00:30:00,0.1080714433333014,0.0013235444444035,0.1093949877777049,0.0,1.0,4.673555555555556,4.373555555555555,0.0,1.0,1.0,3,3,6,2020
2020-06-18 01:00:00,0.0966809555552572,0.0086864555555621,0.1053674111108193,0.0,1.0,5.914888888888889,5.788444444444444,0.0,1.0,1.0,3,3,6,2020
2020-06-18 01:30:00,0.1036573233336639,0.0013235444444035,0.1049808677780674,0.0,1.0,6.013222222222222,6.0,0.0,1.0,1.0,3,3,6,2020
2020-06-18 02:00:00,0.0962945444443903,0.008685587778018,0.1049801322224084,0.0,1.0,6.173555555555556,6.260333333333335,0.0,1.0,1.0,3,3,6,2020
2020-06-18 02:30:00,0.0932753622228119,0.0100098677776259,0.1032852300004378,0.0,1.0,6.286777777777779,6.473555555555556,0.0,1.0,1.0,3,3,6,2020
2020-06-18 03:00:00,0.1017043233327967,0.0013235444444035,0.1030278677772003,0.0,1.0,6.48223333333333,6.769011111111109,0.0,1.0,1.0,3,3,6,2020
2020-06-18 03:30:00,0.0926020292008615,0.0086816324264873,0.1012836616273489,0.0,1.0,6.588056635202662,6.888056635202663,0.0,1.0,1.0,3,3,6,2020
2020-06-18 04:00:00,0.0919489315597275,0.0100140874178578,0.1019630189775853,0.0,1.0,6.513229571984436,6.8132295719844365,0.0,1.0,1.0,3,3,6,2020
2020-06-18 04:30:00,0.0994629259062094,0.0013242801555861,0.1007872060617955,0.0,1.0,6.239666666666665,6.539666666666665,0.0,1.0,1.0,3,3,6,2020
2020-06-18 05:00:00,0.0978325411115292,0.008685587778018,0.1065181288895473,0.0,1.0,6.633888888888887,6.933888888888887,0.0,1.0,1.0,3,3,6,2020
2020-06-18 05:30:00,0.1135128811101822,0.0100098677776259,0.1235227488878081,0.0,1.0,6.699999999999999,7.08677777777778,0.0,1.0,1.0,3,3,6,2020
2020-06-18 06:00:00,0.1017726266668432,0.0013235444444035,0.1030961711112468,0.0,1.0,6.873555555555555,7.1867777777777775,0.0,1.0,1.0,3,3,6,2020
2020-06-18 06:30:00,0.0915578900003311,0.0084747177779718,0.1000326077783029,0.0,1.0,6.648344444444444,7.1219,0.0,1.0,1.0,3,3,6,2020
