time,hours_since_previous,mag,mag_previous
2018-11-25 20:00:00,1,2.01,2.17
2018-11-26 16:00:00,20,2.18,2.01
2018-11-26 18:00:00,2,2.09,2.18
2018-11-26 19:00:00,1,2.48,2.09
2018-11-26 23:00:00,4,2.09,2.48
2018-11-27 00:00:00,1,2.0,2.09
2018-11-27 04:00:00,4,2.2,2.0
2018-11-27 13:00:00,9,4.0,2.2
2018-11-27 16:00:00,3,2.5,4.0
2018-11-27 17:00:00,1,2.87,2.5
2018-11-27 22:00:00,5,2.72,2.87
2018-11-28 07:00:00,9,2.02,2.72
2018-11-28 09:00:00,2,2.26,2.02
2018-11-28 15:00:00,6,2.39,2.26
2018-11-28 16:00:00,1,2.19,2.39
2018-11-29 00:00:00,8,2.16,2.19
2018-11-29 02:00:00,2,2.81,2.16
2018-11-29 03:00:00,1,2.38,2.81
2018-11-29 13:00:00,10,3.91,2.38
2018-11-29 15:00:00,2,2.09,3.91
2018-11-29 18:00:00,3,2.16,2.09
2018-11-29 21:00:00,3,2.16,2.16
2018-11-29 22:00:00,1,2.57,2.16
2018-11-29 23:00:00,1,2.29,2.57
2018-11-30 00:00:00,1,2.39,2.29
2018-11-30 09:00:00,9,2.15,2.39
2018-11-30 19:00:00,10,2.33,2.15
2018-12-01 04:00:00,9,2.83,2.33
2018-12-01 09:00:00,5,2.21,2.83
2018-12-01 16:00:00,7,2.04,2.21
2018-12-01 19:00:00,3,2.25,2.04
2018-12-02 07:00:00,12,2.4,2.25
2018-12-02 20:00:00,13,2.88,2.4
2018-12-02 22:00:00,2,2.27,2.88
2018-12-03 01:00:00,3,2.06,2.27
2018-12-03 05:00:00,4,2.55,2.06
2018-12-03 08:00:00,3,2.23,2.55
2018-12-03 13:00:00,5,2.46,2.23
2018-12-03 16:00:00,3,2.75,2.46
2018-12-03 21:00:00,5,3.4,2.75
2018-12-03 22:00:00,1,3.1,3.4
2018-12-04 00:00:00,2,2.59,3.1
2018-12-04 06:00:00,6,2.17,2.59
2018-12-04 09:00:00,3,2.27,2.17
2018-12-04 15:00:00,6,2.42,2.27
2018-12-04 21:00:00,6,2.71,2.42
2018-12-04 22:00:00,1,3.23,2.71
2018-12-05 04:00:00,6,2.2,3.23
2018-12-05 09:00:00,5,3.19,2.2
2018-12-05 11:00:00,2,2.4,3.19
2018-12-05 12:00:00,1,2.53,2.4
2018-12-05 15:00:00,3,2.73,2.53
2018-12-05 21:00:00,6,4.2,2.73
2018-12-05 22:00:00,1,3.73,4.2
2018-12-06 00:00:00,2,2.6,3.73
2018-12-06 02:00:00,2,2.18,2.6
2018-12-06 03:00:00,1,2.88,2.18
2018-12-06 04:00:00,1,2.3,2.88
2018-12-06 06:00:00,2,2.95,2.3
2018-12-06 11:00:00,5,2.0,2.95
2018-12-06 14:00:00,3,2.6,2.0
2018-12-06 15:00:00,1,2.41,2.6
2018-12-06 21:00:00,6,2.38,2.41
2018-12-07 00:00:00,3,2.18,2.38
2018-12-07 07:00:00,7,2.83,2.18
2018-12-07 08:00:00,1,2.44,2.83
2018-12-07 12:00:00,4,2.08,2.44
2018-12-07 17:00:00,5,2.44,2.08
2018-12-07 19:00:00,2,2.11,2.44
2018-12-08 03:00:00,8,2.1,2.11
2018-12-08 04:00:00,1,2.15,2.1
2018-12-08 08:00:00,4,2.39,2.15
2018-12-08 12:00:00,4,2.22,2.39
2018-12-08 16:00:00,4,2.02,2.22
2018-12-08 22:00:00,6,2.54,2.02
2018-12-09 06:00:00,8,2.21,2.54
2018-12-09 12:00:00,6,2.17,2.21
2018-12-09 13:00:00,1,2.71,2.17
2018-12-10 04:00:00,15,2.41,2.71
2018-12-10 06:00:00,2,2.03,2.41
2018-12-10 07:00:00,1,3.09,2.03
2018-12-10 11:00:00,4,2.22,3.09
2018-12-10 12:00:00,1,2.55,2.22
2018-12-10 14:00:00,2,2.11,2.55
2018-12-11 02:00:00,12,2.16,2.11
2018-12-11 06:00:00,4,2.98,2.16
2018-12-11 12:00:00,6,2.69,2.98
2018-12-11 13:00:00,1,2.34,2.69
2018-12-11 14:00:00,1,2.25,2.34
2018-12-11 17:00:00,3,2.12,2.25
2018-12-12 00:00:00,7,2.04,2.12
2018-12-12 02:00:00,2,2.32,2.04
2018-12-12 07:00:00,5,2.0,2.32
2018-12-12 10:00:00,3,2.12,2.0
2018-12-13 06:00:00,20,2.39,2.12
2018-12-13 11:00:00,5,2.94,2.39
2018-12-14 02:00:00,15,2.05,2.94
2018-12-14 07:00:00,5,2.43,2.05
2018-12-14 11:00:00,4,2.67,2.43
2018-12-14 14:00:00,3,2.5,2.67
2018-12-14 19:00:00,5,2.21,2.5
2018-12-15 09:00:00,14,2.62,2.21
2018-12-15 10:00:00,1,2.36,2.62
2018-12-15 14:00:00,4,2.92,2.36
2018-12-15 16:00:00,2,2.39,2.92
2018-12-15 18:00:00,2,2.2,2.39
2018-12-16 03:00:00,9,3.1,2.2
2018-12-16 10:00:00,7,2.76,3.1
2018-12-17 02:00:00,16,3.62,2.76
2018-12-17 05:00:00,3,2.42,3.62
2018-12-17 10:00:00,5,2.11,2.42
2018-12-17 11:00:00,1,2.52,2.11
2018-12-17 18:00:00,7,2.62,2.52
2018-12-17 19:00:00,1,2.02,2.62
2018-12-17 20:00:00,1,2.28,2.02
2018-12-18 04:00:00,8,2.93,2.28
2018-12-18 08:00:00,4,2.12,2.93
2018-12-18 23:00:00,15,2.08,2.12
2018-12-19 05:00:00,6,2.74,2.08
2018-12-19 12:00:00,7,2.69,2.74
2018-12-19 14:00:00,2,2.27,2.69
2018-12-19 20:00:00,6,3.2,2.27
2018-12-20 04:00:00,8,2.68,3.2
2018-12-20 11:00:00,7,2.64,2.68
2018-12-20 13:00:00,2,2.52,2.64
2018-12-20 20:00:00,7,3.52,2.52
2018-12-20 22:00:00,2,2.77,3.52
2018-12-21 00:00:00,2,2.16,2.77
2018-12-21 08:00:00,8,2.23,2.16
2018-12-21 11:00:00,3,2.26,2.23
2018-12-21 12:00:00,1,2.02,2.26
2018-12-21 14:00:00,2,2.7,2.02
2018-12-21 17:00:00,3,3.22,2.7
2018-12-21 19:00:00,2,2.17,3.22
2018-12-22 00:00:00,5,2.78,2.17
2018-12-22 01:00:00,1,2.07,2.78
2018-12-22 04:00:00,3,2.62,2.07
2018-12-22 05:00:00,1,2.91,2.62
2018-12-22 06:00:00,1,2.23,2.91
2018-12-23 09:00:00,27,3.13,2.23
2018-12-23 15:00:00,6,2.54,3.13
2018-12-23 18:00:00,3,3.23,2.54
2018-12-24 03:00:00,9,2.41,3.23
2018-12-24 21:00:00,18,2.11,2.41
2018-12-25 01:00:00,4,2.22,2.11
2018-12-25 22:00:00,21,2.06,2.22
2018-12-26 02:00:00,4,2.56,2.06
2018-12-26 22:00:00,20,2.24,2.56
2018-12-27 01:00:00,3,3.41,2.24
2018-12-27 02:00:00,1,2.31,3.41
2018-12-27 06:00:00,4,2.27,2.31
2018-12-27 10:00:00,4,2.06,2.27
2018-12-27 17:00:00,7,2.42,2.06
2018-12-27 19:00:00,2,2.76,2.42
2018-12-28 02:00:00,7,2.61,2.76
2018-12-28 10:00:00,8,2.25,2.61
2018-12-28 12:00:00,2,2.22,2.25
2018-12-28 13:00:00,1,2.14,2.22
2018-12-28 22:00:00,9,2.45,2.14
2018-12-29 09:00:00,11,2.1,2.45
2018-12-30 01:00:00,16,3.09,2.1
2018-12-30 06:00:00,5,2.63,3.09
2018-12-30 16:00:00,10,2.82,2.63
2018-12-30 21:00:00,5,2.02,2.82
2018-12-31 00:00:00,3,2.16,2.02
2018-12-31 09:00:00,9,2.74,2.16
2018-12-31 13:00:00,4,2.32,2.74
2018-12-31 15:00:00,2,2.79,2.32
2018-12-31 19:00:00,4,2.14,2.79
2019-01-02 00:00:00,29,2.8,2.14
2019-01-02 06:00:00,6,2.21,2.8
2019-01-02 13:00:00,7,2.29,2.21
2019-01-02 17:00:00,4,2.17,2.29
2019-01-02 20:00:00,3,2.82,2.17
2019-01-02 21:00:00,1,2.13,2.82
2019-01-03 02:00:00,5,2.07,2.13
2019-01-03 03:00:00,1,3.1,2.07
2019-01-03 12:00:00,9,2.13,3.1
2019-01-03 14:00:00,2,2.1,2.13
2019-01-04 05:00:00,15,2.16,2.1
2019-01-04 14:00:00,9,2.47,2.16
2019-01-04 17:00:00,3,2.03,2.47
2019-01-04 23:00:00,6,2.42,2.03
2019-01-05 05:00:00,6,2.2,2.42
2019-01-05 09:00:00,4,2.01,2.2
2019-01-05 11:00:00,2,2.13,2.01
2019-01-05 17:00:00,6,3.15,2.13
2019-01-06 07:00:00,14,2.41,3.15
2019-01-06 18:00:00,11,2.02,2.41
2019-01-06 23:00:00,5,2.36,2.02
2019-01-07 01:00:00,2,2.56,2.36
2019-01-07 05:00:00,4,2.64,2.56
2019-01-07 06:00:00,1,2.26,2.64
2019-01-07 07:00:00,1,2.7,2.26
2019-01-07 08:00:00,1,2.42,2.7
2019-01-07 12:00:00,4,2.08,2.42
2019-01-07 14:00:00,2,2.62,2.08
2019-01-07 15:00:00,1,2.19,2.62
2019-01-07 16:00:00,1,2.02,2.19
2019-01-07 17:00:00,1,2.12,2.02
2019-01-08 06:00:00,13,2.17,2.12
2019-01-08 07:00:00,1,2.15,2.17
2019-01-08 08:00:00,1,2.02,2.15
2019-01-08 23:00:00,15,2.01,2.02
2019-01-09 06:00:00,7,3.04,2.01
2019-01-09 11:00:00,5,2.48,3.04
2019-01-09 12:00:00,1,2.24,2.48
2019-01-09 17:00:00,5,2.11,2.24
2019-01-10 00:00:00,7,2.95,2.11
2019-01-10 04:00:00,4,2.1,2.95
2019-01-10 05:00:00,1,2.64,2.1
2019-01-10 11:00:00,6,2.28,2.64
2019-01-10 20:00:00,9,2.55,2.28
2019-01-11 00:00:00,4,2.86,2.55
2019-01-11 02:00:00,2,2.64,2.86
2019-01-11 13:00:00,11,2.17,2.64
2019-01-11 16:00:00,3,2.16,2.17
2019-01-11 17:00:00,1,2.84,2.16
2019-01-11 21:00:00,4,3.14,2.84
2019-01-11 22:00:00,1,2.21,3.14
2019-01-12 00:00:00,2,2.07,2.21
2019-01-12 01:00:00,1,2.58,2.07
2019-01-12 04:00:00,3,3.3,2.58
2019-01-12 06:00:00,2,2.08,3.3
2019-01-12 08:00:00,2,2.52,2.08
2019-01-12 10:00:00,2,2.17,2.52
2019-01-12 18:00:00,8,2.65,2.17
2019-01-12 21:00:00,3,2.08,2.65
2019-01-13 00:00:00,3,2.1,2.08
2019-01-13 02:00:00,2,2.15,2.1
2019-01-13 06:00:00,4,2.12,2.15
2019-01-13 09:00:00,3,4.25,2.12
2019-01-13 10:00:00,1,2.35,4.25
2019-01-13 16:00:00,6,2.09,2.35
2019-01-14 02:00:00,10,2.03,2.09
2019-01-14 12:00:00,10,2.67,2.03
2019-01-14 14:00:00,2,2.57,2.67
2019-01-14 18:00:00,4,2.52,2.57
2019-01-14 21:00:00,3,2.15,2.52
2019-01-15 09:00:00,12,2.75,2.15
2019-01-15 10:00:00,1,2.1,2.75
2019-01-15 11:00:00,1,2.88,2.1
2019-01-15 12:00:00,1,2.33,2.88
2019-01-15 14:00:00,2,2.12,2.33
2019-01-15 16:00:00,2,2.64,2.12
2019-01-15 17:00:00,1,2.41,2.64
2019-01-15 19:00:00,2,2.35,2.41
2019-01-15 20:00:00,1,4.08,2.35
2019-01-15 22:00:00,2,2.0,4.08
2019-01-16 01:00:00,3,2.33,2.0
2019-01-16 02:00:00,1,2.2,2.33
2019-01-16 06:00:00,4,2.31,2.2
2019-01-16 10:00:00,4,2.27,2.31
2019-01-16 12:00:00,2,3.43,2.27
2019-01-16 14:00:00,2,2.44,3.43
2019-01-16 17:00:00,3,2.12,2.44
2019-01-16 21:00:00,4,2.07,2.12
2019-01-17 02:00:00,5,3.9,2.07
2019-01-17 04:00:00,2,2.01,3.9
2019-01-17 08:00:00,4,2.76,2.01
2019-01-17 11:00:00,3,2.05,2.76
2019-01-17 13:00:00,2,3.08,2.05
2019-01-17 14:00:00,1,3.39,3.08
2019-01-17 20:00:00,6,2.46,3.39
2019-01-18 02:00:00,6,2.13,2.46
2019-01-18 04:00:00,2,2.05,2.13
2019-01-18 07:00:00,3,2.62,2.05
2019-01-18 08:00:00,1,3.39,2.62
2019-01-18 10:00:00,2,2.1,3.39
2019-01-18 12:00:00,2,2.11,2.1
2019-01-18 16:00:00,4,2.36,2.11
2019-01-19 05:00:00,13,2.18,2.36
2019-01-19 09:00:00,4,2.33,2.18
2019-01-19 15:00:00,6,2.01,2.33
2019-01-19 21:00:00,6,2.36,2.01
2019-01-20 09:00:00,12,2.03,2.36
2019-01-21 00:00:00,15,3.05,2.03
2019-01-21 04:00:00,4,3.37,3.05
2019-01-21 09:00:00,5,2.1,3.37
2019-01-21 15:00:00,6,2.51,2.1
2019-01-21 16:00:00,1,2.57,2.51
2019-01-21 18:00:00,2,3.19,2.57
2019-01-22 01:00:00,7,3.11,3.19
2019-01-22 04:00:00,3,2.4,3.11
2019-01-22 08:00:00,4,3.58,2.4
2019-01-22 09:00:00,1,2.05,3.58
2019-01-22 11:00:00,2,2.39,2.05
2019-01-22 12:00:00,1,2.68,2.39
2019-01-22 14:00:00,2,2.06,2.68
2019-01-22 21:00:00,7,2.0,2.06
2019-01-23 00:00:00,3,2.35,2.0
2019-01-23 03:00:00,3,2.25,2.35
2019-01-23 05:00:00,2,2.54,2.25
2019-01-23 14:00:00,9,2.83,2.54
2019-01-23 20:00:00,6,2.2,2.83
2019-01-23 21:00:00,1,2.29,2.2
2019-01-24 07:00:00,10,2.23,2.29
2019-01-24 08:00:00,1,2.17,2.23
2019-01-24 09:00:00,1,2.46,2.17
2019-01-24 15:00:00,6,2.46,2.46
2019-01-24 16:00:00,1,2.25,2.46
2019-01-24 19:00:00,3,2.96,2.25
2019-01-24 21:00:00,2,2.45,2.96
2019-01-24 23:00:00,2,2.0,2.45
2019-01-25 00:00:00,1,2.08,2.0
2019-01-25 01:00:00,1,3.0,2.08
2019-01-26 00:00:00,23,2.05,3.0
2019-01-26 20:00:00,20,2.81,2.05
2019-01-26 21:00:00,1,2.25,2.81
2019-01-27 00:00:00,3,2.21,2.25
2019-01-27 01:00:00,1,3.49,2.21
2019-01-27 02:00:00,1,2.24,3.49
2019-01-27 06:00:00,4,2.17,2.24
2019-01-27 11:00:00,5,3.05,2.17
2019-01-27 14:00:00,3,2.44,3.05
2019-01-27 17:00:00,3,2.41,2.44
2019-01-27 20:00:00,3,2.61,2.41
2019-01-28 06:00:00,10,2.1,2.61
2019-01-28 12:00:00,6,2.7,2.1
2019-01-28 13:00:00,1,2.08,2.7
2019-01-28 17:00:00,4,2.05,2.08
2019-01-29 05:00:00,12,2.16,2.05
2019-01-29 14:00:00,9,2.13,2.16
2019-01-30 00:00:00,10,3.37,2.13
2019-01-30 02:00:00,2,3.56,3.37
2019-01-30 08:00:00,6,3.2,3.56
2019-01-30 11:00:00,3,2.12,3.2
2019-01-30 13:00:00,2,2.23,2.12
2019-01-30 15:00:00,2,2.43,2.23
2019-01-30 16:00:00,1,2.17,2.43
2019-01-30 17:00:00,1,2.82,2.17
2019-01-30 18:00:00,1,2.91,2.82
2019-01-30 20:00:00,2,2.11,2.91
2019-01-31 00:00:00,4,2.05,2.11
2019-01-31 01:00:00,1,2.44,2.05
2019-01-31 02:00:00,1,2.6,2.44
2019-01-31 03:00:00,1,3.17,2.6
2019-01-31 06:00:00,3,2.23,3.17
2019-01-31 09:00:00,3,2.37,2.23
2019-01-31 12:00:00,3,2.15,2.37
2019-01-31 17:00:00,5,2.01,2.15
2019-01-31 21:00:00,4,2.23,2.01
2019-02-01 00:00:00,3,2.09,2.23
2019-02-01 01:00:00,1,2.48,2.09
2019-02-01 06:00:00,5,2.01,2.48
2019-02-01 09:00:00,3,2.42,2.01
2019-02-01 17:00:00,8,2.28,2.42
2019-02-02 00:00:00,7,2.86,2.28
2019-02-02 03:00:00,3,2.62,2.86
2019-02-02 10:00:00,7,4.3,2.62
2019-02-02 11:00:00,1,3.05,4.3
2019-02-02 16:00:00,5,2.94,3.05
2019-02-02 19:00:00,3,2.28,2.94
2019-02-02 20:00:00,1,3.4,2.28
2019-02-03 00:00:00,4,3.13,3.4
2019-02-03 01:00:00,1,3.64,3.13
2019-02-03 02:00:00,1,2.49,3.64
2019-02-03 04:00:00,2,2.34,2.49
2019-02-03 05:00:00,1,2.46,2.34
2019-02-03 07:00:00,2,2.83,2.46
2019-02-03 09:00:00,2,2.12,2.83
2019-02-03 13:00:00,4,2.36,2.12
2019-02-03 15:00:00,2,2.53,2.36
2019-02-03 20:00:00,5,2.35,2.53
2019-02-03 21:00:00,1,2.5,2.35
2019-02-03 22:00:00,1,4.48,2.5
2019-02-03 23:00:00,1,4.19,4.48
2019-02-04 00:00:00,1,3.46,4.19
2019-02-04 02:00:00,2,3.0,3.46
2019-02-04 04:00:00,2,2.53,3.0
2019-02-04 12:00:00,8,2.51,2.53
2019-02-04 17:00:00,5,2.4,2.51
2019-02-04 18:00:00,1,3.05,2.4
2019-02-04 23:00:00,5,2.3,3.05
2019-02-05 01:00:00,2,2.08,2.3
2019-02-05 04:00:00,3,2.3,2.08
2019-02-06 01:00:00,21,2.03,2.3
2019-02-06 18:00:00,17,4.39,2.03
2019-02-06 19:00:00,1,2.46,4.39
2019-02-06 20:00:00,1,2.51,2.46
2019-02-07 04:00:00,8,2.37,2.51
2019-02-07 05:00:00,1,2.96,2.37
2019-02-07 08:00:00,3,3.17,2.96
2019-02-07 14:00:00,6,2.68,3.17
2019-02-07 15:00:00,1,2.4,2.68
2019-02-07 16:00:00,1,3.97,2.4
2019-02-07 17:00:00,1,2.09,3.97
2019-02-07 19:00:00,2,2.85,2.09
2019-02-07 20:00:00,1,2.2,2.85
2019-02-08 00:00:00,4,2.46,2.2
2019-02-08 01:00:00,1,2.94,2.46
2019-02-08 02:00:00,1,2.57,2.94
2019-02-08 04:00:00,2,2.49,2.57
2019-02-08 06:00:00,2,2.46,2.49
2019-02-08 12:00:00,6,2.66,2.46
2019-02-08 14:00:00,2,2.27,2.66
2019-02-08 17:00:00,3,2.28,2.27
2019-02-08 20:00:00,3,2.27,2.28
2019-02-08 22:00:00,2,2.24,2.27
2019-02-09 08:00:00,10,2.09,2.24
2019-02-09 17:00:00,9,2.77,2.09
2019-02-09 20:00:00,3,2.63,2.77
2019-02-10 00:00:00,4,2.47,2.63
2019-02-10 03:00:00,3,2.54,2.47
2019-02-10 04:00:00,1,2.91,2.54
2019-02-10 06:00:00,2,2.34,2.91
2019-02-10 07:00:00,1,2.42,2.34
2019-02-10 09:00:00,2,2.14,2.42
2019-02-10 12:00:00,3,2.38,2.14
2019-02-10 14:00:00,2,2.11,2.38
2019-02-10 17:00:00,3,3.39,2.11
2019-02-10 21:00:00,4,2.06,3.39
2019-02-11 04:00:00,7,2.59,2.06
2019-02-11 05:00:00,1,2.67,2.59
2019-02-11 10:00:00,5,2.41,2.67
2019-02-11 11:00:00,1,2.71,2.41
2019-02-11 12:00:00,1,2.59,2.71
2019-02-11 13:00:00,1,2.92,2.59
2019-02-11 14:00:00,1,2.14,2.92
2019-02-11 18:00:00,4,2.12,2.14
2019-02-11 21:00:00,3,2.02,2.12
2019-02-12 10:00:00,13,2.68,2.02
2019-02-12 13:00:00,3,2.09,2.68
2019-02-12 15:00:00,2,2.61,2.09
2019-02-12 17:00:00,2,3.16,2.61
2019-02-12 20:00:00,3,2.34,3.16
2019-02-13 00:00:00,4,2.25,2.34
2019-02-13 02:00:00,2,2.64,2.25
2019-02-13 07:00:00,5,3.0,2.64
2019-02-13 11:00:00,4,2.11,3.0
2019-02-13 22:00:00,11,3.4,2.11
2019-02-13 23:00:00,1,2.37,3.4
2019-02-14 02:00:00,3,2.14,2.37
2019-02-14 11:00:00,9,2.29,2.14
2019-02-14 13:00:00,2,2.06,2.29
2019-02-14 14:00:00,1,2.18,2.06
2019-02-14 17:00:00,3,2.12,2.18
2019-02-15 00:00:00,7,2.56,2.12
2019-02-15 01:00:00,1,2.1,2.56
2019-02-15 02:00:00,1,2.69,2.1
2019-02-15 03:00:00,1,2.7,2.69
2019-02-15 08:00:00,5,2.41,2.7
2019-02-15 11:00:00,3,2.26,2.41
2019-02-15 12:00:00,1,2.32,2.26
2019-02-15 13:00:00,1,2.05,2.32
2019-02-15 14:00:00,1,2.07,2.05
2019-02-15 15:00:00,1,2.59,2.07
2019-02-15 18:00:00,3,2.17,2.59
2019-02-16 09:00:00,15,2.56,2.17
2019-02-16 10:00:00,1,2.65,2.56
2019-02-16 12:00:00,2,2.06,2.65
2019-02-16 19:00:00,7,2.84,2.06
2019-02-16 21:00:00,2,2.16,2.84
2019-02-16 23:00:00,2,2.3,2.16
2019-02-17 00:00:00,1,2.06,2.3
2019-02-17 01:00:00,1,2.2,2.06
2019-02-17 05:00:00,4,2.01,2.2
2019-02-17 09:00:00,4,3.7,2.01
2019-02-17 11:00:00,2,3.43,3.7
2019-02-17 14:00:00,3,2.77,3.43
2019-02-17 20:00:00,6,2.06,2.77
2019-02-18 09:00:00,13,2.52,2.06
2019-02-18 20:00:00,11,2.24,2.52
2019-02-18 21:00:00,1,2.27,2.24
2019-02-18 23:00:00,2,2.85,2.27
2019-02-19 00:00:00,1,2.47,2.85
2019-02-19 01:00:00,1,2.32,2.47
2019-02-19 11:00:00,10,2.02,2.32
2019-02-19 17:00:00,6,2.33,2.02
2019-02-19 20:00:00,3,2.32,2.33
2019-02-19 22:00:00,2,2.53,2.32
2019-02-20 02:00:00,4,2.05,2.53
2019-02-20 04:00:00,2,2.17,2.05
2019-02-20 08:00:00,4,2.47,2.17
2019-02-20 15:00:00,7,2.16,2.47
2019-02-20 18:00:00,3,2.05,2.16
2019-02-20 21:00:00,3,2.67,2.05
2019-02-21 00:00:00,3,2.4,2.67
2019-02-21 06:00:00,6,2.29,2.4
2019-02-21 13:00:00,7,2.14,2.29
2019-02-21 15:00:00,2,2.22,2.14
2019-02-21 17:00:00,2,2.23,2.22
2019-02-21 18:00:00,1,2.1,2.23
2019-02-21 19:00:00,1,2.31,2.1
2019-02-21 22:00:00,3,2.19,2.31
2019-02-21 23:00:00,1,2.67,2.19
2019-02-22 07:00:00,8,2.47,2.67
2019-02-23 05:00:00,22,2.18,2.47
2019-02-23 06:00:00,1,2.27,2.18
2019-02-23 08:00:00,2,2.72,2.27
2019-02-23 09:00:00,1,2.72,2.72
2019-02-23 11:00:00,2,2.69,2.72
2019-02-23 18:00:00,7,2.25,2.69
2019-02-23 23:00:00,5,2.22,2.25
2019-02-24 00:00:00,1,2.45,2.22
2019-02-24 20:00:00,20,2.99,2.45
2019-02-24 21:00:00,1,4.08,2.99
2019-02-25 04:00:00,7,2.01,4.08
2019-02-25 10:00:00,6,2.15,2.01
2019-02-25 13:00:00,3,2.28,2.15
2019-02-25 14:00:00,1,2.09,2.28
2019-02-25 16:00:00,2,2.23,2.09
2019-02-25 18:00:00,2,3.04,2.23
2019-02-25 23:00:00,5,2.38,3.04
2019-02-26 09:00:00,10,3.14,2.38
2019-02-26 10:00:00,1,2.03,3.14
2019-02-26 13:00:00,3,3.26,2.03
2019-02-26 23:00:00,10,2.44,3.26
2019-02-27 00:00:00,1,2.3,2.44
2019-02-27 06:00:00,6,2.53,2.3
2019-02-27 12:00:00,6,2.06,2.53
2019-02-27 16:00:00,4,2.33,2.06
2019-02-27 19:00:00,3,2.2,2.33
2019-02-27 22:00:00,3,2.35,2.2
2019-02-28 03:00:00,5,2.26,2.35
2019-02-28 05:00:00,2,2.27,2.26
2019-02-28 07:00:00,2,2.82,2.27
2019-02-28 08:00:00,1,2.89,2.82
2019-02-28 09:00:00,1,2.03,2.89
2019-02-28 11:00:00,2,2.87,2.03
2019-02-28 13:00:00,2,2.29,2.87
2019-02-28 18:00:00,5,2.3,2.29
2019-03-02 04:00:00,34,2.08,2.3
2019-03-02 05:00:00,1,3.79,2.08
2019-03-02 09:00:00,4,2.7,3.79
2019-03-02 10:00:00,1,2.84,2.7
2019-03-02 18:00:00,8,2.02,2.84
2019-03-02 20:00:00,2,2.87,2.02
2019-03-03 12:00:00,16,2.27,2.87
2019-03-03 13:00:00,1,2.1,2.27
2019-03-03 14:00:00,1,2.23,2.1
2019-03-03 15:00:00,1,3.09,2.23
2019-03-03 17:00:00,2,2.14,3.09
2019-03-03 18:00:00,1,2.07,2.14
2019-03-04 07:00:00,13,2.08,2.07
2019-03-04 08:00:00,1,2.09,2.08
2019-03-04 09:00:00,1,2.42,2.09
2019-03-04 20:00:00,11,2.17,2.42
2019-03-05 09:00:00,13,2.55,2.17
2019-03-05 10:00:00,1,2.19,2.55
2019-03-06 01:00:00,15,2.0,2.19
2019-03-06 08:00:00,7,2.37,2.0
2019-03-06 09:00:00,1,2.1,2.37
2019-03-06 15:00:00,6,2.13,2.1
2019-03-07 07:00:00,16,2.57,2.13
2019-03-07 09:00:00,2,2.26,2.57
2019-03-07 11:00:00,2,2.5,2.26
2019-03-07 13:00:00,2,2.67,2.5
2019-03-08 00:00:00,11,2.41,2.67
2019-03-08 13:00:00,13,2.0,2.41
2019-03-08 16:00:00,3,2.87,2.0
2019-03-08 22:00:00,6,2.95,2.87
2019-03-09 03:00:00,5,2.17,2.95
2019-03-09 06:00:00,3,2.82,2.17
2019-03-09 15:00:00,9,3.0,2.82
2019-03-09 16:00:00,1,2.44,3.0
2019-03-09 17:00:00,1,2.29,2.44
2019-03-09 20:00:00,3,3.1,2.29
2019-03-10 03:00:00,7,2.18,3.1
2019-03-10 08:00:00,5,2.26,2.18
2019-03-10 12:00:00,4,2.43,2.26
2019-03-10 18:00:00,6,2.44,2.43
2019-03-10 22:00:00,4,2.61,2.44
2019-03-11 08:00:00,10,2.67,2.61
2019-03-11 09:00:00,1,2.14,2.67
2019-03-11 11:00:00,2,2.67,2.14
2019-03-12 05:00:00,18,2.69,2.67
2019-03-12 17:00:00,12,2.89,2.69
2019-03-13 03:00:00,10,2.17,2.89
2019-03-13 07:00:00,4,2.68,2.17
2019-03-13 10:00:00,3,2.38,2.68
2019-03-13 18:00:00,8,2.77,2.38
2019-03-13 21:00:00,3,2.01,2.77
2019-03-14 07:00:00,10,2.35,2.01
2019-03-14 09:00:00,2,2.25,2.35
2019-03-14 10:00:00,1,2.03,2.25
2019-03-14 11:00:00,1,2.41,2.03
2019-03-14 16:00:00,5,2.16,2.41
2019-03-14 21:00:00,5,2.49,2.16
2019-03-15 01:00:00,4,2.15,2.49
2019-03-15 14:00:00,13,2.82,2.15
2019-03-16 01:00:00,11,2.51,2.82
2019-03-16 04:00:00,3,2.37,2.51
2019-03-16 12:00:00,8,2.68,2.37
2019-03-16 15:00:00,3,2.3,2.68
2019-03-16 16:00:00,1,2.78,2.3
2019-03-16 17:00:00,1,2.57,2.78
2019-03-16 20:00:00,3,2.4,2.57
2019-03-16 22:00:00,2,2.38,2.4
2019-03-16 23:00:00,1,2.98,2.38
2019-03-17 08:00:00,9,2.13,2.98
2019-03-17 10:00:00,2,2.24,2.13
2019-03-17 12:00:00,2,2.0,2.24
2019-03-18 01:00:00,13,2.09,2.0
2019-03-18 03:00:00,2,2.5,2.09
2019-03-18 04:00:00,1,2.71,2.5
2019-03-18 08:00:00,4,3.11,2.71
2019-03-18 09:00:00,1,2.49,3.11
2019-03-18 14:00:00,5,2.28,2.49
2019-03-18 15:00:00,1,2.31,2.28
2019-03-18 18:00:00,3,2.76,2.31
2019-03-18 20:00:00,2,2.21,2.76
2019-03-18 22:00:00,2,2.52,2.21
2019-03-18 23:00:00,1,2.09,2.52
2019-03-19 07:00:00,8,2.06,2.09
2019-03-19 10:00:00,3,2.28,2.06
2019-03-19 16:00:00,6,2.82,2.28
