time,hours_since_previous,mag,mag_previous
2016-02-18 14:00:00,2,2.08,2.32
2016-02-18 18:00:00,4,2.79,2.08
2016-02-18 21:00:00,3,2.05,2.79
2016-02-19 03:00:00,6,2.01,2.05
2016-02-19 04:00:00,1,3.28,2.01
2016-02-19 12:00:00,8,2.23,3.28
2016-02-19 15:00:00,3,2.62,2.23
2016-02-19 17:00:00,2,2.03,2.62
2016-02-19 18:00:00,1,2.42,2.03
2016-02-20 00:00:00,6,2.81,2.42
2016-02-20 05:00:00,5,2.16,2.81
2016-02-20 06:00:00,1,4.31,2.16
2016-02-20 08:00:00,2,2.01,4.31
2016-02-20 12:00:00,4,2.86,2.01
2016-02-20 20:00:00,8,2.26,2.86
2016-02-20 21:00:00,1,3.23,2.26
2016-02-21 00:00:00,3,2.3,3.23
2016-02-21 01:00:00,1,2.28,2.3
2016-02-21 07:00:00,6,2.09,2.28
2016-02-21 08:00:00,1,2.37,2.09
2016-02-21 09:00:00,1,2.46,2.37
2016-02-21 10:00:00,1,2.09,2.46
2016-02-21 12:00:00,2,2.39,2.09
2016-02-21 17:00:00,5,2.87,2.39
2016-02-21 19:00:00,2,2.36,2.87
2016-02-21 21:00:00,2,2.04,2.36
2016-02-22 01:00:00,4,2.09,2.04
2016-02-22 06:00:00,5,2.51,2.09
2016-02-22 08:00:00,2,2.29,2.51
2016-02-23 01:00:00,17,2.95,2.29
2016-02-23 02:00:00,1,2.9,2.95
2016-02-23 03:00:00,1,4.1,2.9
2016-02-23 04:00:00,1,2.29,4.1
2016-02-23 05:00:00,1,2.32,2.29
2016-02-23 09:00:00,4,2.68,2.32
2016-02-23 14:00:00,5,2.61,2.68
2016-02-23 15:00:00,1,2.56,2.61
2016-02-23 16:00:00,1,2.21,2.56
2016-02-23 22:00:00,6,2.64,2.21
2016-02-23 23:00:00,1,2.19,2.64
2016-02-24 00:00:00,1,4.87,2.19
2016-02-24 02:00:00,2,2.12,4.87
2016-02-24 03:00:00,1,2.09,2.12
2016-02-24 04:00:00,1,2.81,2.09
2016-02-24 08:00:00,4,2.19,2.81
2016-02-24 09:00:00,1,2.77,2.19
2016-02-24 11:00:00,2,2.05,2.77
2016-02-24 17:00:00,6,2.29,2.05
2016-02-24 20:00:00,3,2.05,2.29
2016-02-24 21:00:00,1,2.23,2.05
2016-02-24 23:00:00,2,2.87,2.23
2016-02-25 06:00:00,7,2.46,2.87
2016-02-25 07:00:00,1,3.44,2.46
2016-02-25 09:00:00,2,2.2,3.44
2016-02-25 10:00:00,1,2.15,2.2
2016-02-25 12:00:00,2,2.7,2.15
2016-02-25 15:00:00,3,2.04,2.7
2016-02-25 21:00:00,6,2.12,2.04
2016-02-26 00:00:00,3,2.61,2.12
2016-02-26 03:00:00,3,2.66,2.61
2016-02-26 11:00:00,8,2.13,2.66
2016-02-26 21:00:00,10,2.22,2.13
2016-02-26 23:00:00,2,2.33,2.22
2016-02-27 01:00:00,2,2.76,2.33
2016-02-27 10:00:00,9,2.75,2.76
2016-02-27 12:00:00,2,2.36,2.75
2016-02-27 13:00:00,1,2.06,2.36
2016-02-27 14:00:00,1,2.22,2.06
2016-02-27 17:00:00,3,2.63,2.22
2016-02-27 20:00:00,3,2.04,2.63
2016-02-28 00:00:00,4,2.1,2.04
2016-02-28 03:00:00,3,2.13,2.1
2016-02-28 05:00:00,2,2.83,2.13
2016-02-28 08:00:00,3,2.46,2.83
2016-02-28 09:00:00,1,2.74,2.46
2016-02-28 18:00:00,9,2.6,2.74
2016-02-29 03:00:00,9,2.25,2.6
2016-02-29 04:00:00,1,2.07,2.25
2016-02-29 07:00:00,3,2.31,2.07
2016-02-29 10:00:00,3,2.61,2.31
2016-02-29 11:00:00,1,2.16,2.61
2016-02-29 21:00:00,10,2.7,2.16
2016-03-02 00:00:00,27,2.07,2.7
2016-03-02 05:00:00,5,2.2,2.07
2016-03-02 11:00:00,6,2.17,2.2
2016-03-02 12:00:00,1,2.55,2.17
2016-03-02 13:00:00,1,2.61,2.55
2016-03-02 14:00:00,1,2.35,2.61
2016-03-02 15:00:00,1,2.98,2.35
2016-03-02 17:00:00,2,2.3,2.98
2016-03-02 20:00:00,3,2.5,2.3
2016-03-02 22:00:00,2,2.82,2.5
2016-03-03 00:00:00,2,2.83,2.82
2016-03-03 07:00:00,7,2.09,2.83
2016-03-03 08:00:00,1,2.56,2.09
2016-03-03 13:00:00,5,2.63,2.56
2016-03-03 18:00:00,5,2.63,2.63
2016-03-04 04:00:00,10,2.58,2.63
2016-03-04 05:00:00,1,2.12,2.58
2016-03-05 15:00:00,34,2.16,2.12
2016-03-06 01:00:00,10,2.4,2.16
2016-03-06 06:00:00,5,2.3,2.4
2016-03-06 08:00:00,2,2.56,2.3
2016-03-06 13:00:00,5,2.16,2.56
2016-03-06 16:00:00,3,2.47,2.16
2016-03-06 20:00:00,4,2.11,2.47
2016-03-06 21:00:00,1,2.22,2.11
2016-03-07 03:00:00,6,2.94,2.22
2016-03-07 11:00:00,8,2.12,2.94
2016-03-07 12:00:00,1,2.1,2.12
2016-03-07 17:00:00,5,2.59,2.1
2016-03-07 21:00:00,4,2.12,2.59
2016-03-08 06:00:00,9,2.58,2.12
2016-03-08 11:00:00,5,2.7,2.58
2016-03-08 13:00:00,2,2.13,2.7
2016-03-08 15:00:00,2,2.07,2.13
2016-03-08 17:00:00,2,2.54,2.07
2016-03-08 20:00:00,3,2.47,2.54
2016-03-08 23:00:00,3,2.46,2.47
2016-03-09 06:00:00,7,2.36,2.46
2016-03-09 07:00:00,1,2.12,2.36
2016-03-09 22:00:00,15,2.54,2.12
2016-03-09 23:00:00,1,2.17,2.54
2016-03-10 03:00:00,4,2.95,2.17
2016-03-10 09:00:00,6,2.13,2.95
2016-03-10 10:00:00,1,2.56,2.13
2016-03-10 18:00:00,8,2.93,2.56
2016-03-11 04:00:00,10,2.37,2.93
2016-03-11 06:00:00,2,2.23,2.37
2016-03-11 07:00:00,1,2.25,2.23
2016-03-11 15:00:00,8,2.13,2.25
2016-03-11 16:00:00,1,2.1,2.13
2016-03-12 00:00:00,8,2.83,2.1
2016-03-12 03:00:00,3,2.03,2.83
2016-03-12 04:00:00,1,2.4,2.03
2016-03-12 05:00:00,1,2.38,2.4
2016-03-12 07:00:00,2,3.31,2.38
2016-03-12 08:00:00,1,4.13,3.31
2016-03-12 11:00:00,3,2.13,4.13
2016-03-12 12:00:00,1,2.49,2.13
2016-03-12 14:00:00,2,2.04,2.49
2016-03-12 15:00:00,1,2.03,2.04
2016-03-12 19:00:00,4,2.82,2.03
2016-03-12 21:00:00,2,2.77,2.82
2016-03-12 22:00:00,1,2.85,2.77
2016-03-13 00:00:00,2,2.32,2.85
2016-03-13 12:00:00,12,2.16,2.32
2016-03-13 18:00:00,6,2.15,2.16
2016-03-13 19:00:00,1,2.14,2.15
2016-03-13 23:00:00,4,2.35,2.14
2016-03-14 01:00:00,2,2.62,2.35
2016-03-14 03:00:00,2,2.34,2.62
2016-03-14 05:00:00,2,2.82,2.34
2016-03-14 09:00:00,4,3.3,2.82
2016-03-14 14:00:00,5,2.52,3.3
2016-03-14 23:00:00,9,2.33,2.52
2016-03-15 08:00:00,9,2.46,2.33
2016-03-15 13:00:00,5,2.84,2.46
2016-03-16 01:00:00,12,2.8,2.84
2016-03-16 03:00:00,2,2.47,2.8
2016-03-16 04:00:00,1,2.43,2.47
2016-03-16 15:00:00,11,2.02,2.43
2016-03-16 16:00:00,1,2.42,2.02
2016-03-16 17:00:00,1,2.14,2.42
2016-03-16 19:00:00,2,2.04,2.14
2016-03-16 23:00:00,4,2.21,2.04
2016-03-17 06:00:00,7,2.76,2.21
2016-03-17 08:00:00,2,2.31,2.76
2016-03-17 19:00:00,11,2.62,2.31
2016-03-18 04:00:00,9,3.11,2.62
2016-03-18 05:00:00,1,2.23,3.11
2016-03-18 14:00:00,9,2.97,2.23
2016-03-18 21:00:00,7,2.9,2.97
2016-03-19 00:00:00,3,2.2,2.9
2016-03-19 16:00:00,16,2.12,2.2
2016-03-19 21:00:00,5,3.73,2.12
2016-03-20 03:00:00,6,2.35,3.73
2016-03-20 05:00:00,2,2.34,2.35
2016-03-20 07:00:00,2,2.2,2.34
2016-03-20 11:00:00,4,2.32,2.2
2016-03-20 12:00:00,1,2.06,2.32
2016-03-20 19:00:00,7,3.05,2.06
2016-03-20 21:00:00,2,2.79,3.05
2016-03-20 22:00:00,1,2.55,2.79
2016-03-21 00:00:00,2,2.41,2.55
2016-03-21 06:00:00,6,2.58,2.41
2016-03-22 15:00:00,33,2.1,2.58
2016-03-23 10:00:00,19,2.15,2.1
2016-03-23 16:00:00,6,2.08,2.15
2016-03-24 03:00:00,11,2.22,2.08
2016-03-24 04:00:00,1,2.26,2.22
2016-03-24 16:00:00,12,2.0,2.26
2016-03-24 18:00:00,2,2.83,2.0
2016-03-25 02:00:00,8,2.23,2.83
2016-03-25 04:00:00,2,2.88,2.23
2016-03-25 13:00:00,9,2.23,2.88
2016-03-25 23:00:00,10,2.23,2.23
2016-03-26 01:00:00,2,2.55,2.23
2016-03-26 07:00:00,6,2.07,2.55
2016-03-26 08:00:00,1,2.66,2.07
2016-03-26 14:00:00,6,2.0,2.66
2016-03-27 03:00:00,13,2.65,2.0
2016-03-27 05:00:00,2,2.08,2.65
2016-03-27 08:00:00,3,2.15,2.08
2016-03-27 12:00:00,4,2.1,2.15
2016-03-27 18:00:00,6,2.42,2.1
2016-03-27 20:00:00,2,2.68,2.42
2016-03-28 05:00:00,9,2.74,2.68
2016-03-28 10:00:00,5,3.19,2.74
2016-03-28 23:00:00,13,2.52,3.19
2016-03-29 10:00:00,11,2.61,2.52
2016-03-29 14:00:00,4,2.39,2.61
2016-03-29 22:00:00,8,2.29,2.39
2016-03-30 02:00:00,4,2.34,2.29
2016-03-30 03:00:00,1,3.05,2.34
2016-03-30 04:00:00,1,2.14,3.05
2016-03-30 08:00:00,4,2.51,2.14
2016-03-30 10:00:00,2,2.47,2.51
2016-03-30 11:00:00,1,2.06,2.47
2016-03-30 14:00:00,3,2.7,2.06
2016-03-30 19:00:00,5,4.6,2.7
2016-03-30 20:00:00,1,2.13,4.6
2016-03-30 22:00:00,2,2.02,2.13
2016-03-31 00:00:00,2,2.11,2.02
2016-03-31 03:00:00,3,2.11,2.11
2016-03-31 04:00:00,1,2.9,2.11
2016-03-31 05:00:00,1,2.2,2.9
2016-03-31 07:00:00,2,2.81,2.2
2016-03-31 10:00:00,3,3.47,2.81
2016-03-31 13:00:00,3,3.1,3.47
2016-03-31 15:00:00,2,2.06,3.1
2016-03-31 18:00:00,3,2.13,2.06
2016-03-31 23:00:00,5,2.91,2.13
2016-04-01 00:00:00,1,2.98,2.91
2016-04-01 09:00:00,9,2.69,2.98
2016-04-02 01:00:00,16,2.37,2.69
2016-04-02 12:00:00,11,2.8,2.37
2016-04-02 14:00:00,2,2.33,2.8
2016-04-03 13:00:00,23,2.09,2.33
2016-04-03 16:00:00,3,2.45,2.09
2016-04-03 22:00:00,6,2.36,2.45
2016-04-04 00:00:00,2,2.1,2.36
2016-04-04 01:00:00,1,2.69,2.1
2016-04-04 18:00:00,17,2.13,2.69
2016-04-04 22:00:00,4,2.19,2.13
2016-04-05 01:00:00,3,2.16,2.19
2016-04-05 04:00:00,3,3.13,2.16
2016-04-05 05:00:00,1,2.51,3.13
2016-04-05 16:00:00,11,2.29,2.51
2016-04-06 07:00:00,15,2.07,2.29
2016-04-06 08:00:00,1,2.22,2.07
2016-04-06 11:00:00,3,3.51,2.22
2016-04-06 12:00:00,1,2.14,3.51
2016-04-07 00:00:00,12,2.52,2.14
2016-04-07 04:00:00,4,2.49,2.52
2016-04-07 05:00:00,1,2.93,2.49
2016-04-07 08:00:00,3,2.71,2.93
2016-04-07 16:00:00,8,2.09,2.71
2016-04-07 20:00:00,4,2.45,2.09
2016-04-08 00:00:00,4,2.52,2.45
2016-04-08 01:00:00,1,3.16,2.52
2016-04-08 12:00:00,11,3.77,3.16
2016-04-08 14:00:00,2,2.66,3.77
2016-04-08 15:00:00,1,2.58,2.66
2016-04-08 16:00:00,1,2.04,2.58
2016-04-08 17:00:00,1,2.52,2.04
2016-04-09 05:00:00,12,2.55,2.52
2016-04-09 17:00:00,12,2.53,2.55
2016-04-09 23:00:00,6,2.1,2.53
2016-04-10 05:00:00,6,2.3,2.1
2016-04-10 06:00:00,1,2.9,2.3
2016-04-10 16:00:00,10,2.15,2.9
2016-04-11 03:00:00,11,2.19,2.15
2016-04-11 07:00:00,4,2.16,2.19
2016-04-11 09:00:00,2,2.51,2.16
2016-04-11 10:00:00,1,2.56,2.51
2016-04-11 14:00:00,4,2.13,2.56
2016-04-12 01:00:00,11,2.56,2.13
2016-04-12 07:00:00,6,3.11,2.56
2016-04-12 08:00:00,1,2.03,3.11
2016-04-12 13:00:00,5,2.77,2.03
2016-04-12 19:00:00,6,2.32,2.77
2016-04-12 20:00:00,1,2.16,2.32
2016-04-12 21:00:00,1,2.16,2.16
2016-04-13 04:00:00,7,2.32,2.16
2016-04-13 06:00:00,2,2.02,2.32
2016-04-13 07:00:00,1,2.04,2.02
2016-04-13 13:00:00,6,2.16,2.04
2016-04-13 16:00:00,3,2.63,2.16
2016-04-13 17:00:00,1,2.18,2.63
2016-04-13 18:00:00,1,2.19,2.18
2016-04-13 19:00:00,1,2.75,2.19
2016-04-13 21:00:00,2,2.05,2.75
2016-04-13 22:00:00,1,2.0,2.05
2016-04-14 03:00:00,5,2.31,2.0
2016-04-14 07:00:00,4,2.0,2.31
2016-04-14 22:00:00,15,2.68,2.0
2016-04-14 23:00:00,1,2.16,2.68
2016-04-15 03:00:00,4,2.22,2.16
2016-04-15 05:00:00,2,2.85,2.22
2016-04-15 07:00:00,2,2.01,2.85
2016-04-15 08:00:00,1,2.7,2.01
2016-04-15 17:00:00,9,2.2,2.7
2016-04-15 21:00:00,4,3.08,2.2
2016-04-16 02:00:00,5,2.07,3.08
2016-04-17 00:00:00,22,2.87,2.07
2016-04-17 03:00:00,3,2.64,2.87
2016-04-17 07:00:00,4,2.0,2.64
2016-04-17 14:00:00,7,2.19,2.0
2016-04-17 15:00:00,1,2.09,2.19
2016-04-17 19:00:00,4,2.62,2.09
2016-04-18 01:00:00,6,2.03,2.62
2016-04-18 07:00:00,6,2.37,2.03
2016-04-18 09:00:00,2,2.28,2.37
2016-04-18 10:00:00,1,2.04,2.28
2016-04-18 19:00:00,9,2.03,2.04
2016-04-18 20:00:00,1,3.03,2.03
2016-04-19 04:00:00,8,3.07,3.03
2016-04-19 07:00:00,3,2.33,3.07
2016-04-19 10:00:00,3,2.01,2.33
2016-04-19 12:00:00,2,2.17,2.01
2016-04-19 14:00:00,2,2.1,2.17
2016-04-19 15:00:00,1,2.1,2.1
2016-04-19 18:00:00,3,2.9,2.1
2016-04-19 21:00:00,3,2.68,2.9
2016-04-20 04:00:00,7,2.52,2.68
2016-04-20 10:00:00,6,2.91,2.52
2016-04-20 11:00:00,1,2.91,2.91
2016-04-20 17:00:00,6,2.01,2.91
2016-04-20 19:00:00,2,2.74,2.01
2016-04-21 01:00:00,6,2.58,2.74
2016-04-21 09:00:00,8,2.46,2.58
2016-04-21 11:00:00,2,2.11,2.46
2016-04-21 17:00:00,6,3.1,2.11
2016-04-21 18:00:00,1,3.39,3.1
2016-04-21 19:00:00,1,2.83,3.39
2016-04-22 01:00:00,6,2.4,2.83
2016-04-22 02:00:00,1,2.07,2.4
2016-04-22 08:00:00,6,2.11,2.07
2016-04-22 12:00:00,4,2.51,2.11
2016-04-22 22:00:00,10,3.01,2.51
2016-04-23 01:00:00,3,2.1,3.01
2016-04-23 03:00:00,2,2.72,2.1
2016-04-23 08:00:00,5,2.07,2.72
2016-04-23 09:00:00,1,2.9,2.07
2016-04-23 10:00:00,1,2.67,2.9
2016-04-23 16:00:00,6,2.09,2.67
2016-04-24 03:00:00,11,2.54,2.09
2016-04-24 11:00:00,8,2.53,2.54
2016-04-24 12:00:00,1,2.3,2.53
2016-04-24 16:00:00,4,2.03,2.3
2016-04-24 18:00:00,2,2.2,2.03
2016-04-24 20:00:00,2,2.8,2.2
2016-04-24 22:00:00,2,2.45,2.8
2016-04-25 01:00:00,3,2.02,2.45
2016-04-25 12:00:00,11,2.9,2.02
2016-04-26 00:00:00,12,2.13,2.9
2016-04-26 04:00:00,4,2.67,2.13
2016-04-26 08:00:00,4,2.89,2.67
2016-04-26 13:00:00,5,2.0,2.89
2016-04-26 18:00:00,5,2.4,2.0
2016-04-26 19:00:00,1,2.18,2.4
2016-04-27 04:00:00,9,2.22,2.18
2016-04-27 05:00:00,1,2.03,2.22
2016-04-27 08:00:00,3,2.24,2.03
2016-04-28 05:00:00,21,2.19,2.24
2016-04-28 06:00:00,1,2.06,2.19
2016-04-28 08:00:00,2,2.45,2.06
2016-04-28 14:00:00,6,2.14,2.45
2016-04-28 17:00:00,3,2.15,2.14
2016-04-28 18:00:00,1,2.49,2.15
2016-04-28 20:00:00,2,2.14,2.49
2016-04-28 21:00:00,1,2.51,2.14
2016-04-29 08:00:00,11,2.02,2.51
2016-04-29 15:00:00,7,2.1,2.02
2016-04-29 18:00:00,3,2.72,2.1
2016-04-29 21:00:00,3,2.92,2.72
2016-04-30 00:00:00,3,2.79,2.92
2016-04-30 02:00:00,2,2.0,2.79
2016-04-30 07:00:00,5,3.16,2.0
2016-04-30 08:00:00,1,2.27,3.16
2016-04-30 09:00:00,1,2.0,2.27
2016-04-30 15:00:00,6,2.08,2.0
2016-04-30 18:00:00,3,2.15,2.08
2016-05-01 05:00:00,11,2.63,2.15
2016-05-01 12:00:00,7,2.44,2.63
2016-05-01 16:00:00,4,2.1,2.44
2016-05-02 04:00:00,12,2.91,2.1
2016-05-02 12:00:00,8,2.2,2.91
2016-05-02 17:00:00,5,2.85,2.2
2016-05-02 23:00:00,6,2.33,2.85
2016-05-03 01:00:00,2,2.07,2.33
2016-05-03 07:00:00,6,2.41,2.07
2016-05-04 01:00:00,18,2.59,2.41
2016-05-04 05:00:00,4,2.19,2.59
2016-05-04 13:00:00,8,2.42,2.19
2016-05-04 14:00:00,1,2.46,2.42
2016-05-04 15:00:00,1,2.2,2.46
2016-05-04 17:00:00,2,2.23,2.2
2016-05-05 03:00:00,10,3.03,2.23
2016-05-05 13:00:00,10,2.34,3.03
2016-05-05 21:00:00,8,2.34,2.34
2016-05-06 06:00:00,9,2.76,2.34
2016-05-06 19:00:00,13,2.66,2.76
2016-05-06 20:00:00,1,2.17,2.66
2016-05-07 08:00:00,12,2.05,2.17
2016-05-07 14:00:00,6,2.18,2.05
2016-05-07 17:00:00,3,2.02,2.18
2016-05-07 20:00:00,3,2.42,2.02
2016-05-07 22:00:00,2,2.72,2.42
2016-05-07 23:00:00,1,2.18,2.72
2016-05-08 07:00:00,8,2.68,2.18
2016-05-08 08:00:00,1,3.2,2.68
2016-05-08 19:00:00,11,2.79,3.2
2016-05-09 00:00:00,5,2.2,2.79
2016-05-09 01:00:00,1,2.1,2.2
2016-05-09 04:00:00,3,2.02,2.1
2016-05-09 09:00:00,5,2.35,2.02
2016-05-09 11:00:00,2,2.12,2.35
2016-05-09 12:00:00,1,2.1,2.12
2016-05-09 13:00:00,1,2.08,2.1
2016-05-09 15:00:00,2,2.53,2.08
2016-05-09 17:00:00,2,2.21,2.53
2016-05-09 18:00:00,1,2.62,2.21
2016-05-09 20:00:00,2,2.06,2.62
2016-05-09 22:00:00,2,2.13,2.06
2016-05-10 01:00:00,3,2.09,2.13
2016-05-10 06:00:00,5,2.18,2.09
2016-05-10 14:00:00,8,2.0,2.18
2016-05-10 22:00:00,8,2.58,2.0
2016-05-11 09:00:00,11,2.07,2.58
2016-05-11 12:00:00,3,2.02,2.07
2016-05-11 13:00:00,1,2.93,2.02
2016-05-11 23:00:00,10,2.18,2.93
2016-05-12 05:00:00,6,3.83,2.18
2016-05-12 06:00:00,1,2.34,3.83
2016-05-12 17:00:00,11,2.43,2.34
2016-05-12 20:00:00,3,2.33,2.43
2016-05-12 21:00:00,1,2.93,2.33
2016-05-13 14:00:00,17,3.49,2.93
2016-05-13 15:00:00,1,2.33,3.49
2016-05-13 17:00:00,2,2.42,2.33
2016-05-14 05:00:00,12,2.13,2.42
2016-05-14 07:00:00,2,2.65,2.13
2016-05-14 11:00:00,4,2.61,2.65
2016-05-14 19:00:00,8,2.96,2.61
2016-05-14 21:00:00,2,2.72,2.96
2016-05-15 01:00:00,4,2.18,2.72
2016-05-15 02:00:00,1,2.52,2.18
2016-05-15 13:00:00,11,2.92,2.52
2016-05-15 20:00:00,7,2.04,2.92
2016-05-15 21:00:00,1,2.17,2.04
2016-05-16 01:00:00,4,2.87,2.17
2016-05-16 06:00:00,5,3.0,2.87
2016-05-16 08:00:00,2,2.04,3.0
2016-05-16 11:00:00,3,2.48,2.04
2016-05-16 12:00:00,1,2.05,2.48
2016-05-16 14:00:00,2,2.16,2.05
2016-05-16 16:00:00,2,2.29,2.16
2016-05-16 21:00:00,5,2.03,2.29
2016-05-17 07:00:00,10,2.23,2.03
2016-05-17 15:00:00,8,2.39,2.23
2016-05-17 16:00:00,1,2.12,2.39
2016-05-17 22:00:00,6,3.5,2.12
2016-05-18 08:00:00,10,2.2,3.5
2016-05-18 13:00:00,5,2.59,2.2
2016-05-19 09:00:00,20,2.24,2.59
2016-05-19 18:00:00,9,2.27,2.24
2016-05-19 21:00:00,3,2.3,2.27
2016-05-19 22:00:00,1,2.56,2.3
2016-05-20 05:00:00,7,2.8,2.56
2016-05-20 14:00:00,9,2.32,2.8
2016-05-20 17:00:00,3,2.09,2.32
2016-05-20 21:00:00,4,2.44,2.09
2016-05-21 08:00:00,11,3.4,2.44
2016-05-21 17:00:00,9,2.07,3.4
2016-05-22 02:00:00,9,2.04,2.07
2016-05-23 05:00:00,27,2.32,2.04
2016-05-23 09:00:00,4,2.49,2.32
2016-05-23 17:00:00,8,2.05,2.49
2016-05-23 22:00:00,5,2.11,2.05
2016-05-24 01:00:00,3,2.18,2.11
2016-05-24 02:00:00,1,3.45,2.18
2016-05-24 03:00:00,1,2.0,3.45
2016-05-24 04:00:00,1,2.27,2.0
2016-05-24 13:00:00,9,2.88,2.27
2016-05-24 19:00:00,6,3.08,2.88
2016-05-24 20:00:00,1,2.1,3.08
2016-05-24 21:00:00,1,2.1,2.1
2016-05-24 22:00:00,1,2.78,2.1
2016-05-25 05:00:00,7,2.6,2.78
2016-05-25 10:00:00,5,2.25,2.6
2016-05-25 11:00:00,1,2.25,2.25
2016-05-25 16:00:00,5,2.13,2.25
2016-05-25 22:00:00,6,2.15,2.13
2016-05-26 00:00:00,2,2.78,2.15
2016-05-26 16:00:00,16,2.41,2.78
2016-05-27 11:00:00,19,2.75,2.41
2016-05-27 22:00:00,11,4.5,2.75
2016-05-28 00:00:00,2,2.01,4.5
2016-05-28 02:00:00,2,2.08,2.01
2016-05-28 19:00:00,17,2.23,2.08
2016-05-28 21:00:00,2,2.1,2.23
2016-05-29 00:00:00,3,2.01,2.1
2016-05-29 05:00:00,5,2.1,2.01
2016-05-29 15:00:00,10,2.68,2.1
2016-05-29 20:00:00,5,2.22,2.68
2016-05-30 06:00:00,10,2.05,2.22
2016-05-30 07:00:00,1,2.39,2.05
2016-05-30 09:00:00,2,2.51,2.39
2016-05-30 13:00:00,4,2.05,2.51
2016-05-30 17:00:00,4,2.62,2.05
2016-05-30 20:00:00,3,2.26,2.62
2016-05-30 23:00:00,3,2.28,2.26
2016-05-31 07:00:00,8,2.07,2.28
2016-05-31 10:00:00,3,2.94,2.07
2016-05-31 23:00:00,13,3.17,2.94
2016-06-02 05:00:00,30,2.54,3.17
2016-06-02 06:00:00,1,2.3,2.54
2016-06-02 07:00:00,1,2.05,2.3
2016-06-02 09:00:00,2,3.31,2.05
2016-06-02 11:00:00,2,3.24,3.31
2016-06-02 12:00:00,1,2.49,3.24
2016-06-02 21:00:00,9,2.11,2.49
2016-06-02 22:00:00,1,2.66,2.11
2016-06-02 23:00:00,1,3.14,2.66
2016-06-03 00:00:00,1,2.31,3.14
2016-06-03 02:00:00,2,2.11,2.31
2016-06-03 10:00:00,8,2.11,2.11
2016-06-03 11:00:00,1,2.39,2.11
2016-06-03 12:00:00,1,2.23,2.39
2016-06-04 11:00:00,23,2.2,2.23
2016-06-04 13:00:00,2,3.35,2.2
2016-06-04 14:00:00,1,2.25,3.35
2016-06-04 16:00:00,2,3.1,2.25
2016-06-04 18:00:00,2,2.08,3.1
2016-06-05 04:00:00,10,2.77,2.08
2016-06-05 06:00:00,2,2.3,2.77
2016-06-05 11:00:00,5,2.26,2.3
2016-06-05 14:00:00,3,2.03,2.26
2016-06-05 18:00:00,4,2.1,2.03
2016-06-05 21:00:00,3,2.82,2.1
2016-06-06 09:00:00,12,2.24,2.82
2016-06-06 13:00:00,4,2.03,2.24
2016-06-06 20:00:00,7,2.05,2.03
2016-06-07 00:00:00,4,2.87,2.05
2016-06-07 01:00:00,1,2.12,2.87
2016-06-07 07:00:00,6,2.61,2.12
2016-06-07 23:00:00,16,2.14,2.61
2016-06-08 04:00:00,5,2.6,2.14
2016-06-08 06:00:00,2,2.56,2.6
2016-06-08 08:00:00,2,2.05,2.56
2016-06-08 12:00:00,4,2.02,2.05
2016-06-08 17:00:00,5,2.65,2.02
2016-06-09 13:00:00,20,2.14,2.65
2016-06-10 02:00:00,13,2.45,2.14
2016-06-10 08:00:00,6,5.19,2.45
2016-06-10 09:00:00,1,2.85,5.19
2016-06-10 11:00:00,2,3.46,2.85
2016-06-10 12:00:00,1,2.1,3.46
2016-06-10 13:00:00,1,2.1,2.1
2016-06-10 14:00:00,1,2.44,2.1
2016-06-10 16:00:00,2,2.08,2.44
2016-06-10 18:00:00,2,2.7,2.08
2016-06-10 19:00:00,1,2.53,2.7
2016-06-10 23:00:00,4,3.31,2.53
2016-06-11 00:00:00,1,2.11,3.31
2016-06-11 01:00:00,1,3.04,2.11
2016-06-11 03:00:00,2,2.22,3.04
2016-06-11 20:00:00,17,3.04,2.22
2016-06-12 02:00:00,6,2.87,3.04
2016-06-12 08:00:00,6,2.71,2.87
2016-06-12 15:00:00,7,2.27,2.71
2016-06-12 19:00:00,4,2.35,2.27
2016-06-12 20:00:00,1,2.64,2.35
2016-06-12 23:00:00,3,2.9,2.64
2016-06-13 04:00:00,5,2.71,2.9
2016-06-13 07:00:00,3,2.36,2.71
2016-06-13 11:00:00,4,2.44,2.36
2016-06-13 14:00:00,3,2.24,2.44
2016-06-13 18:00:00,4,2.54,2.24
2016-06-14 05:00:00,11,2.94,2.54
2016-06-14 13:00:00,8,2.18,2.94
2016-06-14 21:00:00,8,3.48,2.18
2016-06-14 23:00:00,2,2.69,3.48
2016-06-15 07:00:00,8,3.02,2.69
2016-06-15 10:00:00,3,2.44,3.02
2016-06-15 13:00:00,3,2.14,2.44
2016-06-15 16:00:00,3,2.66,2.14
2016-06-16 08:00:00,16,2.42,2.66
2016-06-16 09:00:00,1,2.05,2.42
2016-06-16 15:00:00,6,2.76,2.05
2016-06-16 17:00:00,2,3.53,2.76
2016-06-16 20:00:00,3,2.03,3.53
2016-06-16 23:00:00,3,2.08,2.03
2016-06-17 01:00:00,2,2.35,2.08
2016-06-17 04:00:00,3,2.46,2.35
2016-06-17 09:00:00,5,2.3,2.46
2016-06-17 13:00:00,4,3.07,2.3
2016-06-17 14:00:00,1,2.28,3.07
2016-06-17 15:00:00,1,2.28,2.28
2016-06-17 19:00:00,4,2.49,2.28
2016-06-17 20:00:00,1,2.74,2.49
2016-06-18 01:00:00,5,2.76,2.74
2016-06-18 04:00:00,3,2.08,2.76
2016-06-18 07:00:00,3,2.09,2.08
2016-06-18 13:00:00,6,2.88,2.09
